AIPGENE8026	Posttranslational modification, protein turnover, chaperones
AIPGENE24549	Translation, ribosomal structure and biogenesis
AIPGENE10926	Translation, ribosomal structure and biogenesis
AIPGENE15694	Chromatin structure and dynamics
AIPGENE24960	Carbohydrate transport and metabolism
AIPGENE26793	Intracellular trafficking, secretion, and vesicular transport
AIPGENE27296	Translation, ribosomal structure and biogenesis
AIPGENE5844	Cell cycle control, cell division, chromosome partitioning
AIPGENE5844	Replication, recombination and repair
AIPGENE15284	Amino acid transport and metabolism
AIPGENE16137	Carbohydrate transport and metabolism
AIPGENE1829	Amino acid transport and metabolism
AIPGENE1829	Inorganic ion transport and metabolism
AIPGENE1829	Signal transduction mechanisms
AIPGENE10373	Energy production and conversion
AIPGENE27707	Inorganic ion transport and metabolism
AIPGENE25361	Transcription
AIPGENE6897	Inorganic ion transport and metabolism
AIPGENE28495	Transcription
AIPGENE3304	Replication, recombination and repair
AIPGENE1461	Energy production and conversion
AIPGENE18059	Posttranslational modification, protein turnover, chaperones
AIPGENE27309	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE10481	Signal transduction mechanisms
AIPGENE21711	Cytoskeleton
AIPGENE13443	Transcription
AIPGENE18192	
AIPGENE16995	Inorganic ion transport and metabolism
AIPGENE12628	
AIPGENE17840	Transcription
AIPGENE17840	Replication, recombination and repair
AIPGENE21441	Defense mechanisms
AIPGENE24384	Nucleotide transport and metabolism
AIPGENE6459	Inorganic ion transport and metabolism
AIPGENE458	Posttranslational modification, protein turnover, chaperones
AIPGENE16783	Replication, recombination and repair
AIPGENE4361	Posttranslational modification, protein turnover, chaperones
AIPGENE21026	Posttranslational modification, protein turnover, chaperones
AIPGENE25739	Signal transduction mechanisms
AIPGENE19581	Cell cycle control, cell division, chromosome partitioning
AIPGENE23102	Intracellular trafficking, secretion, and vesicular transport
AIPGENE18756	Transcription
AIPGENE17552	Posttranslational modification, protein turnover, chaperones
AIPGENE11824	Intracellular trafficking, secretion, and vesicular transport
AIPGENE4340	
AIPGENE11345	Signal transduction mechanisms
AIPGENE14102	Signal transduction mechanisms
AIPGENE14102	Intracellular trafficking, secretion, and vesicular transport
AIPGENE3936	Cytoskeleton
AIPGENE18464	Energy production and conversion
AIPGENE20834	Carbohydrate transport and metabolism
AIPGENE1546	Amino acid transport and metabolism
AIPGENE17586	Cytoskeleton
AIPGENE9208	RNA processing and modification
AIPGENE17533	
AIPGENE15949	Chromatin structure and dynamics
AIPGENE15949	Transcription
AIPGENE24323	Cell cycle control, cell division, chromosome partitioning
AIPGENE20503	Posttranslational modification, protein turnover, chaperones
AIPGENE6003	Posttranslational modification, protein turnover, chaperones
AIPGENE495	RNA processing and modification
AIPGENE9176	Intracellular trafficking, secretion, and vesicular transport
AIPGENE19620	
AIPGENE2460	Intracellular trafficking, secretion, and vesicular transport
AIPGENE4293	Posttranslational modification, protein turnover, chaperones
AIPGENE28142	
AIPGENE21461	Lipid transport and metabolism
AIPGENE10526	Cell cycle control, cell division, chromosome partitioning
AIPGENE10526	Posttranslational modification, protein turnover, chaperones
AIPGENE13253	Cell wall/membrane/envelope biogenesis
AIPGENE3421	Signal transduction mechanisms
AIPGENE22250	Signal transduction mechanisms
AIPGENE1068	Carbohydrate transport and metabolism
AIPGENE2088	
AIPGENE12655	Lipid transport and metabolism
AIPGENE9617	Posttranslational modification, protein turnover, chaperones
AIPGENE16116	Lipid transport and metabolism
AIPGENE2134	Signal transduction mechanisms
AIPGENE15912	Inorganic ion transport and metabolism
AIPGENE13104	Signal transduction mechanisms
AIPGENE2045	Signal transduction mechanisms
AIPGENE25202	Translation, ribosomal structure and biogenesis
AIPGENE19124	
AIPGENE25476	Intracellular trafficking, secretion, and vesicular transport
AIPGENE16006	Transcription
AIPGENE25909	Energy production and conversion
AIPGENE7098	Signal transduction mechanisms
AIPGENE26733	Transcription
AIPGENE23397	Transcription
AIPGENE7419	Carbohydrate transport and metabolism
AIPGENE13489	Replication, recombination and repair
AIPGENE8201	Coenzyme transport and metabolism
AIPGENE19583	
AIPGENE23157	Posttranslational modification, protein turnover, chaperones
AIPGENE10586	Posttranslational modification, protein turnover, chaperones
AIPGENE24991	
AIPGENE8008	Intracellular trafficking, secretion, and vesicular transport
AIPGENE3200	Posttranslational modification, protein turnover, chaperones
AIPGENE5443	Signal transduction mechanisms
AIPGENE5536	Transcription
AIPGENE24191	Signal transduction mechanisms
AIPGENE22880	Posttranslational modification, protein turnover, chaperones
AIPGENE2710	Cell cycle control, cell division, chromosome partitioning
AIPGENE2710	Cytoskeleton
AIPGENE1084	Intracellular trafficking, secretion, and vesicular transport
AIPGENE11691	Inorganic ion transport and metabolism
AIPGENE11831	Intracellular trafficking, secretion, and vesicular transport
AIPGENE23362	Transcription
AIPGENE29213	Cytoskeleton
AIPGENE2937	Cell cycle control, cell division, chromosome partitioning
AIPGENE2482	Carbohydrate transport and metabolism
AIPGENE22214	Signal transduction mechanisms
AIPGENE14520	Signal transduction mechanisms
AIPGENE4046	Energy production and conversion
AIPGENE8128	
AIPGENE27709	Signal transduction mechanisms
AIPGENE11404	Signal transduction mechanisms
AIPGENE2910	Posttranslational modification, protein turnover, chaperones
AIPGENE19452	
AIPGENE26525	
AIPGENE12764	Signal transduction mechanisms
AIPGENE10866	
AIPGENE27195	Signal transduction mechanisms
AIPGENE25617	Signal transduction mechanisms
AIPGENE7194	Lipid transport and metabolism
AIPGENE7929	Posttranslational modification, protein turnover, chaperones
AIPGENE10368	Signal transduction mechanisms
AIPGENE4447	Signal transduction mechanisms
AIPGENE22078	Amino acid transport and metabolism
AIPGENE16799	
AIPGENE28499	Signal transduction mechanisms
AIPGENE15369	
AIPGENE17221	Carbohydrate transport and metabolism
AIPGENE3100	Carbohydrate transport and metabolism
AIPGENE7750	
AIPGENE3787	Posttranslational modification, protein turnover, chaperones
AIPGENE1627	Posttranslational modification, protein turnover, chaperones
AIPGENE1627	Signal transduction mechanisms
AIPGENE11806	Posttranslational modification, protein turnover, chaperones
AIPGENE21752	Intracellular trafficking, secretion, and vesicular transport
AIPGENE6145	Posttranslational modification, protein turnover, chaperones
AIPGENE700	Signal transduction mechanisms
AIPGENE25336	Inorganic ion transport and metabolism
AIPGENE26676	Intracellular trafficking, secretion, and vesicular transport
AIPGENE11397	Signal transduction mechanisms
AIPGENE3369	Chromatin structure and dynamics
AIPGENE3369	Cell cycle control, cell division, chromosome partitioning
AIPGENE21328	Energy production and conversion
AIPGENE19867	Posttranslational modification, protein turnover, chaperones
AIPGENE15077	Intracellular trafficking, secretion, and vesicular transport
AIPGENE27334	Intracellular trafficking, secretion, and vesicular transport
AIPGENE27846	Transcription
AIPGENE16148	Inorganic ion transport and metabolism
AIPGENE11061	
AIPGENE14795	Transcription
AIPGENE11976	Transcription
AIPGENE25404	Translation, ribosomal structure and biogenesis
AIPGENE25183	Signal transduction mechanisms
AIPGENE27568	Signal transduction mechanisms
AIPGENE5349	Posttranslational modification, protein turnover, chaperones
AIPGENE23936	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE8485	Inorganic ion transport and metabolism
AIPGENE24647	Intracellular trafficking, secretion, and vesicular transport
AIPGENE708	Signal transduction mechanisms
AIPGENE24570	
AIPGENE11146	Replication, recombination and repair
AIPGENE13430	RNA processing and modification
AIPGENE1656	
AIPGENE24752	Intracellular trafficking, secretion, and vesicular transport
AIPGENE23947	Energy production and conversion
AIPGENE15728	Translation, ribosomal structure and biogenesis
AIPGENE20763	
AIPGENE5165	Intracellular trafficking, secretion, and vesicular transport
AIPGENE23828	Translation, ribosomal structure and biogenesis
AIPGENE28468	RNA processing and modification
AIPGENE21240	Amino acid transport and metabolism
AIPGENE27984	
AIPGENE6181	Posttranslational modification, protein turnover, chaperones
AIPGENE19592	Cell cycle control, cell division, chromosome partitioning
AIPGENE27129	Translation, ribosomal structure and biogenesis
AIPGENE11573	Signal transduction mechanisms
AIPGENE8267	Signal transduction mechanisms
AIPGENE1901	Posttranslational modification, protein turnover, chaperones
AIPGENE6966	Inorganic ion transport and metabolism
AIPGENE10578	Intracellular trafficking, secretion, and vesicular transport
AIPGENE22041	Cell wall/membrane/envelope biogenesis
AIPGENE28838	Inorganic ion transport and metabolism
AIPGENE28838	Signal transduction mechanisms
AIPGENE16207	Replication, recombination and repair
AIPGENE22674	Inorganic ion transport and metabolism
AIPGENE28892	Amino acid transport and metabolism
AIPGENE23507	Translation, ribosomal structure and biogenesis
AIPGENE20424	Nucleotide transport and metabolism
AIPGENE9007	
AIPGENE5392	Replication, recombination and repair
AIPGENE22185	Signal transduction mechanisms
AIPGENE4491	Cytoskeleton
AIPGENE14965	Replication, recombination and repair
AIPGENE12447	Cytoskeleton
AIPGENE15376	Defense mechanisms
AIPGENE12935	Posttranslational modification, protein turnover, chaperones
AIPGENE4343	Chromatin structure and dynamics
AIPGENE14685	Replication, recombination and repair
AIPGENE14417	Carbohydrate transport and metabolism
AIPGENE7978	Signal transduction mechanisms
AIPGENE13378	Transcription
AIPGENE14958	Signal transduction mechanisms
AIPGENE3372	Posttranslational modification, protein turnover, chaperones
AIPGENE26531	
AIPGENE8724	
AIPGENE10662	Carbohydrate transport and metabolism
AIPGENE8848	Transcription
AIPGENE27699	Intracellular trafficking, secretion, and vesicular transport
AIPGENE16509	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE12932	RNA processing and modification
AIPGENE5809	Signal transduction mechanisms
AIPGENE14080	Energy production and conversion
AIPGENE17685	Signal transduction mechanisms
AIPGENE27891	Signal transduction mechanisms
AIPGENE8857	Signal transduction mechanisms
AIPGENE9941	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE27124	Signal transduction mechanisms
AIPGENE7759	Inorganic ion transport and metabolism
AIPGENE26711	Posttranslational modification, protein turnover, chaperones
AIPGENE17502	Transcription
AIPGENE18388	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE20790	Signal transduction mechanisms
AIPGENE4987	Signal transduction mechanisms
AIPGENE3428	Signal transduction mechanisms
AIPGENE7426	
AIPGENE12841	
AIPGENE22634	Signal transduction mechanisms
AIPGENE8451	Posttranslational modification, protein turnover, chaperones
AIPGENE6490	Lipid transport and metabolism
AIPGENE6490	Signal transduction mechanisms
AIPGENE27572	
AIPGENE13139	Posttranslational modification, protein turnover, chaperones
AIPGENE23002	
AIPGENE3592	Signal transduction mechanisms
AIPGENE13640	Transcription
AIPGENE1681	Cell cycle control, cell division, chromosome partitioning
AIPGENE1681	Posttranslational modification, protein turnover, chaperones
AIPGENE28794	Replication, recombination and repair
AIPGENE26031	Chromatin structure and dynamics
AIPGENE26031	Signal transduction mechanisms
AIPGENE19826	Defense mechanisms
AIPGENE27964	Cell cycle control, cell division, chromosome partitioning
AIPGENE27097	Amino acid transport and metabolism
AIPGENE27097	Signal transduction mechanisms
AIPGENE13191	Inorganic ion transport and metabolism
AIPGENE23206	Energy production and conversion
AIPGENE10172	Intracellular trafficking, secretion, and vesicular transport
AIPGENE8910	Energy production and conversion
AIPGENE5848	Cell wall/membrane/envelope biogenesis
AIPGENE5848	Intracellular trafficking, secretion, and vesicular transport
AIPGENE2295	Cytoskeleton
AIPGENE24255	Inorganic ion transport and metabolism
AIPGENE23080	
AIPGENE18411	Posttranslational modification, protein turnover, chaperones
AIPGENE16210	Chromatin structure and dynamics
AIPGENE2533	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE12411	
AIPGENE27399	Inorganic ion transport and metabolism
AIPGENE19441	
AIPGENE4434	Cytoskeleton
AIPGENE28193	Signal transduction mechanisms
AIPGENE6038	
AIPGENE1908	Signal transduction mechanisms
AIPGENE15327	Cell wall/membrane/envelope biogenesis
AIPGENE4291	Signal transduction mechanisms
AIPGENE19367	Replication, recombination and repair
AIPGENE8082	
AIPGENE17092	Transcription
AIPGENE19676	Signal transduction mechanisms
AIPGENE11518	Posttranslational modification, protein turnover, chaperones
AIPGENE11168	Cell cycle control, cell division, chromosome partitioning
AIPGENE11168	Posttranslational modification, protein turnover, chaperones
AIPGENE25742	Signal transduction mechanisms
AIPGENE16857	Energy production and conversion
AIPGENE6242	Chromatin structure and dynamics
AIPGENE6242	Signal transduction mechanisms
AIPGENE7830	Signal transduction mechanisms
AIPGENE9731	Posttranslational modification, protein turnover, chaperones
AIPGENE19681	Signal transduction mechanisms
AIPGENE16912	Lipid transport and metabolism
AIPGENE2665	Carbohydrate transport and metabolism
AIPGENE4609	Cell cycle control, cell division, chromosome partitioning
AIPGENE14995	RNA processing and modification
AIPGENE7272	Lipid transport and metabolism
AIPGENE26578	Carbohydrate transport and metabolism
AIPGENE23194	Signal transduction mechanisms
AIPGENE14903	Signal transduction mechanisms
AIPGENE23651	Lipid transport and metabolism
AIPGENE13386	Signal transduction mechanisms
AIPGENE20975	Signal transduction mechanisms
AIPGENE1269	Amino acid transport and metabolism
AIPGENE25847	Intracellular trafficking, secretion, and vesicular transport
AIPGENE19900	Posttranslational modification, protein turnover, chaperones
AIPGENE1671	Amino acid transport and metabolism
AIPGENE8476	Lipid transport and metabolism
AIPGENE8476	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE22646	Cell cycle control, cell division, chromosome partitioning
AIPGENE22646	Cytoskeleton
AIPGENE12736	Posttranslational modification, protein turnover, chaperones
AIPGENE13667	Signal transduction mechanisms
AIPGENE16739	Signal transduction mechanisms
AIPGENE9374	Transcription
AIPGENE20441	Signal transduction mechanisms
AIPGENE11173	Transcription
AIPGENE20636	Coenzyme transport and metabolism
AIPGENE15253	Amino acid transport and metabolism
AIPGENE26499	
AIPGENE22137	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE3533	Amino acid transport and metabolism
AIPGENE4856	Intracellular trafficking, secretion, and vesicular transport
AIPGENE23527	Signal transduction mechanisms
AIPGENE16854	RNA processing and modification
AIPGENE11489	Signal transduction mechanisms
AIPGENE20039	
AIPGENE16140	RNA processing and modification
AIPGENE11719	Signal transduction mechanisms
AIPGENE10729	Signal transduction mechanisms
AIPGENE25572	Signal transduction mechanisms
AIPGENE1898	Signal transduction mechanisms
AIPGENE4668	Chromatin structure and dynamics
AIPGENE25782	Lipid transport and metabolism
AIPGENE25782	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE19318	Posttranslational modification, protein turnover, chaperones
AIPGENE8258	Signal transduction mechanisms
AIPGENE17478	Amino acid transport and metabolism
AIPGENE467	Posttranslational modification, protein turnover, chaperones
AIPGENE26108	Posttranslational modification, protein turnover, chaperones
AIPGENE8001	Translation, ribosomal structure and biogenesis
AIPGENE25267	Transcription
AIPGENE17282	Replication, recombination and repair
AIPGENE18446	Signal transduction mechanisms
AIPGENE2919	Signal transduction mechanisms
AIPGENE19856	Signal transduction mechanisms
AIPGENE6851	Signal transduction mechanisms
AIPGENE17209	Amino acid transport and metabolism
AIPGENE13367	Intracellular trafficking, secretion, and vesicular transport
AIPGENE2514	RNA processing and modification
AIPGENE27599	Posttranslational modification, protein turnover, chaperones
AIPGENE16917	Replication, recombination and repair
AIPGENE25677	Signal transduction mechanisms
AIPGENE6322	Inorganic ion transport and metabolism
AIPGENE2911	Lipid transport and metabolism
AIPGENE2911	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE22651	Signal transduction mechanisms
AIPGENE15543	
AIPGENE6506	Lipid transport and metabolism
AIPGENE1418	Cell cycle control, cell division, chromosome partitioning
AIPGENE8446	
AIPGENE23376	Cytoskeleton
AIPGENE13567	Transcription
AIPGENE711	Carbohydrate transport and metabolism
AIPGENE1791	Amino acid transport and metabolism
AIPGENE1791	Nucleotide transport and metabolism
AIPGENE12526	Lipid transport and metabolism
AIPGENE5412	Carbohydrate transport and metabolism
AIPGENE5412	Cell wall/membrane/envelope biogenesis
AIPGENE8936	
AIPGENE25036	
AIPGENE24951	
AIPGENE9486	Inorganic ion transport and metabolism
AIPGENE2279	Cytoskeleton
AIPGENE20596	Cell cycle control, cell division, chromosome partitioning
AIPGENE18904	Carbohydrate transport and metabolism
AIPGENE27669	
AIPGENE27284	Lipid transport and metabolism
AIPGENE27284	Cell wall/membrane/envelope biogenesis
AIPGENE16163	Posttranslational modification, protein turnover, chaperones
AIPGENE2076	Lipid transport and metabolism
AIPGENE3947	Posttranslational modification, protein turnover, chaperones
AIPGENE4757	Signal transduction mechanisms
AIPGENE6858	Signal transduction mechanisms
AIPGENE3704	Signal transduction mechanisms
AIPGENE18267	Carbohydrate transport and metabolism
AIPGENE25902	RNA processing and modification
AIPGENE27918	Energy production and conversion
AIPGENE27918	Carbohydrate transport and metabolism
AIPGENE6374	Carbohydrate transport and metabolism
AIPGENE23974	Translation, ribosomal structure and biogenesis
AIPGENE2860	Cell cycle control, cell division, chromosome partitioning
AIPGENE18925	Cell cycle control, cell division, chromosome partitioning
AIPGENE18925	Intracellular trafficking, secretion, and vesicular transport
AIPGENE18925	Cytoskeleton
AIPGENE28297	Carbohydrate transport and metabolism
AIPGENE6741	
AIPGENE5419	Signal transduction mechanisms
AIPGENE5442	Signal transduction mechanisms
AIPGENE4490	Cytoskeleton
AIPGENE2351	Posttranslational modification, protein turnover, chaperones
AIPGENE25441	Transcription
AIPGENE2125	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE14778	Signal transduction mechanisms
AIPGENE28804	Intracellular trafficking, secretion, and vesicular transport
AIPGENE28733	
AIPGENE25750	Lipid transport and metabolism
AIPGENE2857	Cell wall/membrane/envelope biogenesis
AIPGENE3048	Posttranslational modification, protein turnover, chaperones
AIPGENE24129	RNA processing and modification
AIPGENE24129	Chromatin structure and dynamics
AIPGENE24129	Posttranslational modification, protein turnover, chaperones
AIPGENE16919	
AIPGENE23973	Inorganic ion transport and metabolism
AIPGENE23973	Signal transduction mechanisms
AIPGENE12919	Amino acid transport and metabolism
AIPGENE28558	Transcription
AIPGENE11720	Signal transduction mechanisms
AIPGENE22707	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE12172	
AIPGENE15679	Signal transduction mechanisms
AIPGENE6577	Chromatin structure and dynamics
AIPGENE6577	Cell cycle control, cell division, chromosome partitioning
AIPGENE15786	Replication, recombination and repair
AIPGENE27679	Intracellular trafficking, secretion, and vesicular transport
AIPGENE26290	
AIPGENE209	Signal transduction mechanisms
AIPGENE209	Intracellular trafficking, secretion, and vesicular transport
AIPGENE17849	RNA processing and modification
AIPGENE5916	Inorganic ion transport and metabolism
AIPGENE26686	Transcription
AIPGENE26686	Replication, recombination and repair
AIPGENE19712	RNA processing and modification
AIPGENE14300	
AIPGENE6658	Replication, recombination and repair
AIPGENE22837	Carbohydrate transport and metabolism
AIPGENE15206	
AIPGENE10464	Signal transduction mechanisms
AIPGENE18418	
AIPGENE1873	Intracellular trafficking, secretion, and vesicular transport
AIPGENE4157	Posttranslational modification, protein turnover, chaperones
AIPGENE4157	Signal transduction mechanisms
AIPGENE8062	Inorganic ion transport and metabolism
AIPGENE9332	Posttranslational modification, protein turnover, chaperones
AIPGENE1212	Transcription
AIPGENE1212	Replication, recombination and repair
AIPGENE2787	
AIPGENE6404	Cytoskeleton
AIPGENE505	Signal transduction mechanisms
AIPGENE21105	Amino acid transport and metabolism
AIPGENE8429	Nucleotide transport and metabolism
AIPGENE7708	Posttranslational modification, protein turnover, chaperones
AIPGENE9021	Cell cycle control, cell division, chromosome partitioning
AIPGENE9021	Replication, recombination and repair
AIPGENE27887	
AIPGENE20448	Nuclear structure
AIPGENE7088	Intracellular trafficking, secretion, and vesicular transport
AIPGENE4798	Replication, recombination and repair
AIPGENE23868	Signal transduction mechanisms
AIPGENE19801	Nucleotide transport and metabolism
AIPGENE22814	Inorganic ion transport and metabolism
AIPGENE12786	RNA processing and modification
AIPGENE17496	Signal transduction mechanisms
AIPGENE26481	Signal transduction mechanisms
AIPGENE26481	Chromatin structure and dynamics
AIPGENE26481	Cell cycle control, cell division, chromosome partitioning
AIPGENE26481	Replication, recombination and repair
AIPGENE9725	RNA processing and modification
AIPGENE3389	Intracellular trafficking, secretion, and vesicular transport
AIPGENE4063	Signal transduction mechanisms
AIPGENE16494	Posttranslational modification, protein turnover, chaperones
AIPGENE26546	Replication, recombination and repair
AIPGENE12747	Energy production and conversion
AIPGENE1998	Translation, ribosomal structure and biogenesis
AIPGENE15957	Energy production and conversion
AIPGENE1367	Translation, ribosomal structure and biogenesis
AIPGENE28958	Signal transduction mechanisms
AIPGENE29129	Cell wall/membrane/envelope biogenesis
AIPGENE29129	Extracellular structures
AIPGENE18927	Cell cycle control, cell division, chromosome partitioning
AIPGENE18927	Intracellular trafficking, secretion, and vesicular transport
AIPGENE18927	Cytoskeleton
AIPGENE15928	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE28501	Cell cycle control, cell division, chromosome partitioning
AIPGENE28406	RNA processing and modification
AIPGENE12183	Replication, recombination and repair
AIPGENE24123	Transcription
AIPGENE27452	
AIPGENE14020	Defense mechanisms
AIPGENE27965	Cell cycle control, cell division, chromosome partitioning
AIPGENE27965	Signal transduction mechanisms
AIPGENE22687	Nuclear structure
AIPGENE17306	Cell cycle control, cell division, chromosome partitioning
AIPGENE4776	Signal transduction mechanisms
AIPGENE6206	Signal transduction mechanisms
AIPGENE23711	Transcription
AIPGENE23711	Replication, recombination and repair
AIPGENE559	Amino acid transport and metabolism
AIPGENE5655	Intracellular trafficking, secretion, and vesicular transport
AIPGENE22236	Chromatin structure and dynamics
AIPGENE6236	Amino acid transport and metabolism
AIPGENE15722	Signal transduction mechanisms
AIPGENE21233	Transcription
AIPGENE7791	Carbohydrate transport and metabolism
AIPGENE26839	Signal transduction mechanisms
AIPGENE23285	Inorganic ion transport and metabolism
AIPGENE23285	Signal transduction mechanisms
AIPGENE5818	Cytoskeleton
AIPGENE19614	Carbohydrate transport and metabolism
AIPGENE2523	Signal transduction mechanisms
AIPGENE4618	Cytoskeleton
AIPGENE1257	Carbohydrate transport and metabolism
AIPGENE24168	Cell cycle control, cell division, chromosome partitioning
AIPGENE24168	Signal transduction mechanisms
AIPGENE22333	Carbohydrate transport and metabolism
AIPGENE19280	
AIPGENE4717	Signal transduction mechanisms
AIPGENE4093	Signal transduction mechanisms
AIPGENE19166	
AIPGENE18027	
AIPGENE21807	Coenzyme transport and metabolism
AIPGENE28351	Intracellular trafficking, secretion, and vesicular transport
AIPGENE4160	
AIPGENE21395	Intracellular trafficking, secretion, and vesicular transport
AIPGENE21395	Nuclear structure
AIPGENE3336	
AIPGENE26170	Signal transduction mechanisms
AIPGENE17289	Carbohydrate transport and metabolism
AIPGENE14170	Replication, recombination and repair
AIPGENE28754	Replication, recombination and repair
AIPGENE25636	Energy production and conversion
AIPGENE8807	Intracellular trafficking, secretion, and vesicular transport
AIPGENE22398	Lipid transport and metabolism
AIPGENE22398	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE14064	
AIPGENE13014	Chromatin structure and dynamics
AIPGENE10775	Carbohydrate transport and metabolism
AIPGENE20646	
AIPGENE23701	Amino acid transport and metabolism
AIPGENE16556	Replication, recombination and repair
AIPGENE10150	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE28728	Signal transduction mechanisms
AIPGENE24560	
AIPGENE27163	
AIPGENE5672	Energy production and conversion
AIPGENE21431	Replication, recombination and repair
AIPGENE28708	Inorganic ion transport and metabolism
AIPGENE28708	Signal transduction mechanisms
AIPGENE716	Amino acid transport and metabolism
AIPGENE26008	Signal transduction mechanisms
AIPGENE28827	Energy production and conversion
AIPGENE19097	Cytoskeleton
AIPGENE4169	Amino acid transport and metabolism
AIPGENE453	Inorganic ion transport and metabolism
AIPGENE1460	Posttranslational modification, protein turnover, chaperones
AIPGENE12664	
AIPGENE28194	Signal transduction mechanisms
AIPGENE595	Signal transduction mechanisms
AIPGENE24621	Carbohydrate transport and metabolism
AIPGENE24621	Posttranslational modification, protein turnover, chaperones
AIPGENE24621	Intracellular trafficking, secretion, and vesicular transport
AIPGENE13928	Coenzyme transport and metabolism
AIPGENE11308	Energy production and conversion
AIPGENE9279	
AIPGENE13568	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE21641	Signal transduction mechanisms
AIPGENE9550	Posttranslational modification, protein turnover, chaperones
AIPGENE4015	Inorganic ion transport and metabolism
AIPGENE8881	Defense mechanisms
AIPGENE6970	Cell cycle control, cell division, chromosome partitioning
AIPGENE10530	Energy production and conversion
AIPGENE26888	RNA processing and modification
AIPGENE8566	Cell cycle control, cell division, chromosome partitioning
AIPGENE8566	Posttranslational modification, protein turnover, chaperones
AIPGENE22302	Signal transduction mechanisms
AIPGENE21566	Intracellular trafficking, secretion, and vesicular transport
AIPGENE21566	Nuclear structure
AIPGENE20089	
AIPGENE16576	Posttranslational modification, protein turnover, chaperones
AIPGENE23801	Posttranslational modification, protein turnover, chaperones
AIPGENE23801	Intracellular trafficking, secretion, and vesicular transport
AIPGENE3843	Translation, ribosomal structure and biogenesis
AIPGENE18468	Carbohydrate transport and metabolism
AIPGENE12699	Cell cycle control, cell division, chromosome partitioning
AIPGENE18932	Inorganic ion transport and metabolism
AIPGENE22658	Posttranslational modification, protein turnover, chaperones
AIPGENE21306	Transcription
AIPGENE12022	Translation, ribosomal structure and biogenesis
AIPGENE14007	RNA processing and modification
AIPGENE4030	Carbohydrate transport and metabolism
AIPGENE28609	Lipid transport and metabolism
AIPGENE28609	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE23535	Transcription
AIPGENE20652	Intracellular trafficking, secretion, and vesicular transport
AIPGENE5463	Signal transduction mechanisms
AIPGENE18305	
AIPGENE14786	
AIPGENE10899	Lipid transport and metabolism
AIPGENE14322	Transcription
AIPGENE6641	Replication, recombination and repair
AIPGENE5140	Signal transduction mechanisms
AIPGENE5182	Signal transduction mechanisms
AIPGENE23310	Amino acid transport and metabolism
AIPGENE1342	Energy production and conversion
AIPGENE14397	Signal transduction mechanisms
AIPGENE26617	Transcription
AIPGENE26372	Signal transduction mechanisms
AIPGENE21292	Signal transduction mechanisms
AIPGENE20952	Lipid transport and metabolism
AIPGENE9116	Lipid transport and metabolism
AIPGENE3095	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE3617	Replication, recombination and repair
AIPGENE10969	Posttranslational modification, protein turnover, chaperones
AIPGENE27789	Intracellular trafficking, secretion, and vesicular transport
AIPGENE25090	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE329	Amino acid transport and metabolism
AIPGENE329	Signal transduction mechanisms
AIPGENE16172	Transcription
AIPGENE525	Carbohydrate transport and metabolism
AIPGENE23386	Cytoskeleton
AIPGENE787	Replication, recombination and repair
AIPGENE17044	Signal transduction mechanisms
AIPGENE3459	Cell cycle control, cell division, chromosome partitioning
AIPGENE3459	Cell motility
AIPGENE4703	Signal transduction mechanisms
AIPGENE26067	Replication, recombination and repair
AIPGENE21693	Posttranslational modification, protein turnover, chaperones
AIPGENE4489	
AIPGENE21093	Intracellular trafficking, secretion, and vesicular transport
AIPGENE18392	Translation, ribosomal structure and biogenesis
AIPGENE21350	Posttranslational modification, protein turnover, chaperones
AIPGENE16488	Signal transduction mechanisms
AIPGENE16391	
AIPGENE769	Carbohydrate transport and metabolism
AIPGENE15706	Signal transduction mechanisms
AIPGENE17034	Transcription
AIPGENE4133	Posttranslational modification, protein turnover, chaperones
AIPGENE18957	
AIPGENE18526	Translation, ribosomal structure and biogenesis
AIPGENE14890	Signal transduction mechanisms
AIPGENE18184	Replication, recombination and repair
AIPGENE6004	Signal transduction mechanisms
AIPGENE24056	Lipid transport and metabolism
AIPGENE24056	Signal transduction mechanisms
AIPGENE15449	Lipid transport and metabolism
AIPGENE15449	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE12138	Amino acid transport and metabolism
AIPGENE3085	Inorganic ion transport and metabolism
AIPGENE12999	Posttranslational modification, protein turnover, chaperones
AIPGENE15184	Secondary metabolites biosynthesis, transport and catabolism
